--- Startup times for process: Primary (or UI client) ---

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
337.077  001.929  000.127: sourcing nvim_exec2() called at /Users/lalocornejo/.dotfiles/nvim/init.lua:0
337.533  000.302  000.302: sourcing /usr/local/Cellar/neovim/0.11.3/share/nvim/runtime/plugin/matchparen.vim
337.544  000.443  000.140: sourcing nvim_exec2() called at /Users/lalocornejo/.dotfiles/nvim/init.lua:0
337.943  000.259  000.259: sourcing /usr/local/Cellar/neovim/0.11.3/share/nvim/runtime/plugin/osc52.lua
337.955  000.391  000.132: sourcing nvim_exec2() called at /Users/lalocornejo/.dotfiles/nvim/init.lua:0
338.428  000.330  000.330: sourcing /usr/local/Cellar/neovim/0.11.3/share/nvim/runtime/plugin/rplugin.vim
338.438  000.462  000.131: sourcing nvim_exec2() called at /Users/lalocornejo/.dotfiles/nvim/init.lua:0
338.707  000.138  000.138: sourcing /usr/local/Cellar/neovim/0.11.3/share/nvim/runtime/plugin/shada.vim
338.716  000.262  000.125: sourcing nvim_exec2() called at /Users/lalocornejo/.dotfiles/nvim/init.lua:0
338.894  000.041  000.041: sourcing /usr/local/Cellar/neovim/0.11.3/share/nvim/runtime/plugin/spellfile.vim
338.904  000.173  000.132: sourcing nvim_exec2() called at /Users/lalocornejo/.dotfiles/nvim/init.lua:0
339.099  000.048  000.048: sourcing /usr/local/Cellar/neovim/0.11.3/share/nvim/runtime/plugin/tutor.vim
339.108  000.189  000.141: sourcing nvim_exec2() called at /Users/lalocornejo/.dotfiles/nvim/init.lua:0
339.341  326.256  045.556: require('lazy_setup')
339.764  000.418  000.418: require('polish')
344.091  001.612  001.612: sourcing /usr/local/Cellar/neovim/0.11.3/share/nvim/runtime/colors/vim.lua
344.756  002.453  000.840: sourcing /usr/local/Cellar/neovim/0.11.3/share/nvim/runtime/colors/wildcharm.vim
356.164  000.025  000.025: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.567  000.012  000.012: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.578  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.583  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.588  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.593  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.597  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.601  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.605  000.001  000.001: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.610  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.615  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.620  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.624  000.001  000.001: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.628  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.633  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.637  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.641  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.646  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.652  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.657  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.662  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.666  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.671  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.676  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.681  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.686  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.690  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.695  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.699  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.704  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.708  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.713  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.717  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.722  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.726  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.730  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.735  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.739  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.744  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.748  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.752  000.002  000.002: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.831  000.005  000.005: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.840  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.848  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.855  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.864  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.871  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.879  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.887  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.895  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.902  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.910  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.918  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.926  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.934  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.941  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.982  000.004  000.004: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
358.997  000.004  000.004: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
359.006  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
359.014  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
359.022  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
359.029  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
359.037  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
359.045  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
359.053  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
359.061  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
359.068  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
359.076  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
359.084  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
359.092  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
359.099  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
359.107  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
359.114  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
359.122  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
359.129  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
359.136  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
359.144  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
359.150  000.003  000.003: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
